Commit SHA,Commit message
180f75c2a0d15e54a7088bd5cb7a57342da5661d,'Merge pull request #4271 from PsiloLR/ticket_24456\n\nFixed #24456 -- Update modelforms.txt table of Form/Model refs'
866e71140f9612e45087b8acafefa2e51ffc4a29,'Fixed #24456 -- Update modelforms.txt table of Form/Model refs\n\nAdded links to the Form/Model table to the field reference docs to\npoint to their individual field references'
e42a720ba22a51c68d2316d425234a197eaff467,'Fixed typos and updated spelling wordlist.'
87d78241a2fc85e5715fb51c554fe06e91deee58,"""Fixed #23986 -- Fixed collectstatic --clear failure if STATIC_ROOT dir doesn't exist."""
f4f0060feaee6bbd76a0d575487682bc541111e4,"""Fixed #24447 -- Made migrations add FK constraints for existing columns\n\nWhen altering from e.g. an IntegerField to a ForeignKey, Django didn't\nadd a constraint."""
c36b60836be9e78ab877566cc43dc03960ce944d,'Fixed #24451 -- Deprecated comma-separated {% cycle %} syntax.'
88c605e3e34cebd5485d286a17ac84c7b8b0faf1,'Fixed #23993 -- Added form.media to the admin login template.'
ec808e807ad711b993f199f6b4165ac6d0e1125b,'Fixed urlize regression with entities in query strings\n\nRefs #22267.\nThanks Shai Berger for spotting the issue and Tim Graham for the\ninitial patch.'
ceaf31adfff3801f1092a215f73704e15a70e90c,'Fixed #24420 -- Allowed ordering by case expressions'
82f7bee1d56e1bf8ae041c6cdeb7374ea6b844de,'Fixed admin selenium tests broken by removal of fixtures.'
668d53cd125175eb708cc0af143f47b42cd42153,'Fixed #21495 -- Added settings.CSRF_HEADER_NAME'
fb7d681705a92c6d510b06822450d6a94ed1623f,"""Fixed test_notafile_error to pass on Windows.\n\nThis test failed because a different error code is raised on Windows when\nopening a directory. Since the particular message isn't as important to this\ntest as the fact that the original IOError is reraised, this fixes the test\nby making the assertion more generic."""
9a4a9a8a49ed3e38f3038b8d6fc7c405256271f1,'Improved get_media_prefix template tag example.'
d61ebc8fed212366340b1ed6f5d7722613801459,'Fixed #19538 -- Removed window.__admin_media_prefix__ from admin templates.'
b4a1bb86695eae4750ad0ef130eb5944092c8965,'Updated test to be date-independent\n\nFixes commit 8714403614.'
8714403614c4dfa37e806db4a6708b8a91a827a4,'Fixed #24428 -- Fixed has_changed for fields with coercion\n\nThanks Carsten Fuchs for the report.'
767c33d1fa9827908192e8ed1ac7f281f56bd811,'Fixed #24369 -- Prevented crash when flushing before db migration\n\nThanks Thomas Tanner for the report and Tim Graham for the review.'
39a7eed1bbf12020a077e4bec3d82e08f171a021,'Converted test fixtures to setUpTestData methods'
36a17be9f3cf6081f7e6f83fcfeae3d09ce8a72b,'Fixed #24426 -- Displayed admin actions panel when show_full_result_count=False.'
a9e29fae105d1ddd4e0ac2059cbe62b0ee348bc8,'Fixed #24435 -- Prevented m2m field removal and addition in migrations when changing blank\n\nThanks Mark Tranchant for the report an Tim Graham for the test and\nreview.'
70123cf084e3af7dfc61bb7bd2090ff802c3cda4,'Fixed #24399 -- Made filesystem loaders use more specific exceptions.'
6b28e957df364532109a1897c73a1fa8b1416bd4,'Fixed #24379 -- Documented that remote user example disables ModelBackend.'
a40a34a4b2d79dbf798df538c26222148d42b17c,'Fixed #13015 -- Clarified language about model instances attached to forms.'
358850781f8fd3d79aba5b1a9a0b8d28f544bf8a,'Fixed #24372 - Replaced TokenParser usage with traditional parsing.'
8ca35d7c6a639933927f45b439363a1614da56f1,"""Fixed Oracle build failure introduced by refs #24390.\n\nUsed shorter column names to make the generated index name\nfit within Oracle's limit of 30 characters"""
80be597a7b2530ec0893e1d9ee8275e281f026dc,'Fixed #24360 -- Delayed internal LocaleMiddleware variable initialization\n\nFailing in a middleware `__init__` is preventing proper debug view.'
fea45eff5a2f2ad10b2788603db80e5a4fe6be06,'Fixed #24439 -- Removed incorrect make_object_list attributes in CBV docs.'
08572e8d125da204fab230be5d1fdcc5d8d22256,'Fixed #24294 -- Allowed staff_member_required decorator to handle args.'
4e8b167e4d0817b6ae93be8ad97b31bf203698d8,'Fixed MySQL build failure introduced by refs #24390.\n\nAdded table_name back to _create_index_sql() to prevent\nduplicate index names on MySQL.'
f37c11eea3cb860112a26f8a65d823842f65b96f,'Fixed #24390 -- Made migration index names deterministic.'
80d6b6b863109cfb60a7fcc5936136e347ecd57a,"'Fixed #24409 -- Combined the app_directories and filesystem loader implementation.\n\nBesides the directories they look in, these two loaders are functionally\nthe same. This removes unnecessary code duplication between the two.'"
4b8979e477a5315f3dfde0348393fd404fb70ee4,'Fixed #17401 -- Made SelectDateWidget.render reflect wrong value\n\nThanks Marcin Wrobel for the initial patch.'
90ab6ee6123f2b378a068988526b409854ddec77,"'Revert ""Fixed #24369 -- Prevented crash when `flush`ing before db migration""\n\nThis reverts commit 9f1dbe29c0dbae57ff7950f3f64a0d083177cca8.\nThe proposed solution does not pass the test suite.'"
9f1dbe29c0dbae57ff7950f3f64a0d083177cca8,'Fixed #24369 -- Prevented crash when `flush`ing before db migration\n\nThanks Thomas Tanner for the report.'
3cf1c02695481900cf6140f54beb48f0e7d88e19,"'Fixed #24413 -- Prevented translation fallback for English\n\nThanks Tomasz Kontusz for the report, Baptiste Mispelon for\nanalysis and Tim Graham for the review.'"
5cf96b49e43daea6d4a0ba1c80c45e90c74f4e47,"'Fixed #24418 -- Prevented crash in refresh_from_db with null fk\n\nThanks Johannes Lerch for the report, Tim Graham for the test case,\nand Simon Charette for the review.'"
2b19b3a031e7d5b5264bc9e880d0192301289bc2,'Fixed #24359 -- Cleaned up docs/ref/exceptions.html'
3b966c2b73c420222d1524cda03c1a5626c90fe6,'Fixed #24229 -- Changed IntegerField to clean floats representing integers'
fa9cb5dcdc816fe0e606b8f1020d53526e08b0d4,"'Fixed #24406 -- Improved SelectFilter js to use click events\n\nThe SelectFilter widget used href to execute javascript. This was\nproblematic if one wishes to customize the widget, since the href\njavascript is executed after events are handled. This change modifies\nthe javascript to use click events to handle button behavior.'"
47b35b1844b2adc167e64674824873991e9c4c2b,'Fixed #24411 -- Avoided dict key/method clash in admin delete views.'
65441bbdb02427655869c42791a0bc5a9c631292,'Fixed #24391 -- Made BoundField.value() cache callable values.'
d298b1ba5043eaa40f3f4bebe3c7634b359ba34b,"'Reverted ""Fixed #24325 -- Documented change in ModelForm.save() foreign key access.""\n\nThis reverts commit 0af3822dc362b6253bda1c9699466dd0bbbf6066.\nIt\'s obsoleted by refs #24395.'"
4c2f546b55c029334d22e69bb29db97f9356faa3,'Fixed #24395 -- Ensured inline ModelsForms have an updated related instance.'
2be6b526568aaaae5353a4a600a085d3c2135363,'Fixed typos in flatpages_tests comments.'
952ce778c66d2cc01969f0e6ee4edd16becf2e66,'Fixed a test failure under Windows and Python 2.'
e83aba0e2cce16cd1b32d1c172239a4e20867e95,'Fixed #23762 -- clarified CACHE_MIDDLEWARE_ANONYMOUS_ONLY deprecation in docs'
1306cd1e8acfb13602ee8dc40993b2505cd7523b,"""Fixed #24377 -- Fixed model inline formsets with primary key's that have defaults."""
f95122e541df5bebb9b5ebb6226b0013e5edc893,"'Fixed #24381 -- removed ForeignObjectRel opts and to_opts\n\nThese cached properies were causing problems with pickling, and in\naddition they were confusingly defined: field.rel.model._meta was\nnot the same as field.rel.opts.\n\nInstead users should use field.rel.related_model._meta inplace of\nfield.rel.opts, and field.rel.to._meta in place of field.rel.to_opts.'"
78d43a5e1064b63db1c486516c4263ef1c4c975c,"'Fixed #24366 -- Optimized traversal of large migration dependency graphs.\n\nSwitched from an adjancency list and uncached, iterative depth-first\nsearch to a Node-based design with direct parent/child links and a\ncached, recursive depth-first search. With this change, calculating\na migration plan for a large graph takes several seconds instead of\nseveral hours.\n\nMarked test `migrations.test_graph.GraphTests.test_dfs` as an expected\nfailure due to reaching the maximum recursion depth.'"
7fa7dd48c4c785fd34161c6418de5accb1618422,'Fixed signature of BaseDatabaseOperations.date_interval_sql() and document the change.'
556a74879f5c2d382927b5b68451c76d344e29e4,'Fixed a few uses of Template that relied on a default engine.\n\nRefs #24389.'
7901eccf2e591447850be00011a7bb556a3c53f2,'Fixed #24371 -- Cautioned against trying to switch databases.'
88a5f17d25a25dbd2ebcf905dcecc45ce78a1615,'Fixed #24389 -- Isolated the CSRF view from the TEMPLATES setting.\n\nThanks uranusjr for the report and analysis.'
eba6dff581aa8bd6a1c08456e83e68ad09ae4ec3,'Fixed #24358 -- Corrected code-block directives for console sessions.'
ea3168dc6ced391d848c511a14cfcecfeac9d401,'Fixed #24376 -- added verbose_name arg to UUIDField'
1d9d39fa1c60896e31360d5f8d6b972979ee7c95,'Removed TestServeAdminMedia.\n\nIt should have been removed when the ADMIN_MEDIA_PREFIX setting was deprecated.'
fa5f936b4803416d1b16e7171dce8df535d13766,'Fixed allow_migrate signature in one of the tests.\n\nRefs #24351.'
99a1bbf9853e0b06385d7f221a90828e6c060132,'Fixed typo in django/db/models/fields/files.py comment.'
1d1d5d1c315e0e58f02a7f2a07b56ed20b09c087,'Fixed #24341 -- Added specific error messages to RangeField subclasses'
e43f99d1a9997d51fa922bbb94225bbf4e73cb9d,'Fixed PBKDF2PasswordHasher comments to reflect reality.'
bad5f262bf4a17f157808ec1aa225ba9c94c1eee,'Fixed #24328 -- cleaned up Options._get_fields() implementation'
bed504d70bede3431a213203c13a33905d6dbf77,"""Fixed #24351, #24346 -- Changed the signature of allow_migrate().\n\nThe new signature enables better support for routing RunPython and\nRunSQL operations, especially w.r.t. reusable and third-party apps.\n\nThis commit also takes advantage of the deprecation cycle for the old\nsignature to remove the backward incompatibility introduced in #22583;\nRunPython and RunSQL won't call allow_migrate() when when the router\nhas the old signature.\n\nThanks Aymeric Augustin and Tim Graham for helping shape up the patch.\n\nRefs 22583."""
dd0b487872de4e3ff966da51e3610bac996e44f0,'Fixed typo in path to is_safe_url()'
d28bcba209fa3f90f92ce2fd216baf5b5800d143,'Fixed typo in docs/internals/contributing/triaging-tickets.txt'
c490e410af086fa89f40d515505bba02a08168f3,'Fixed #24373 -- Added run_validators to ArrayField.\n\nThanks to DavidMuller for the report.'
4755f8fc25331c739a6f932cc8aba0cc9e62e352,"'Fixed #24343 -- Ensure db converters are used for foreign keys.\n\nJoint effort between myself, Josh, Anssi and Shai.'"
0adf766e1638e3e9f348d95bc6e6734ca81606ab,'Fixed #23811 -- Added a guide for using git bisect.'
c8074d62f8b891a200d7bd9a8e0658057261e2af,'Fixed typo in error message in the test.'
e467919c6315be87abec72383ec1a81e2665ebec,'Fixed typo in django.core.servers.basehttp message.'
efb1f99f943b99624c78b91ff58502125490191e,"'Fixed #20889 -- Prevented BadHeaderError when Python inserts newline\n\nWorkaround for http://bugs.python.org/issue20747.\nIn some corner cases, Python 2 inserts a newline in a header value\ndespite `maxlinelen` passed in Header constructor.\nThanks Tim Graham for the review.'"
ceadc94f09f0615e95146f9a42b711acfc14f40f,"'Fixed #24307: Avoided redundant column nullability modifications on Oracle\n\nThanks Joris Benschop for the report, and Tim Graham for the tests.'"
f7d34fe741ea64f3ec89f1d742d47182065e2c2a,'Fixed #24362: Made test run each migration operation in its own schema editor\n\nThanks Tim Graham for pointing out the fix.'
15dc8d1c9d3697170a2c59ecaa7a2b4ba58f5990,"""Fixed #24291 - Fixed migration ModelState generation with unused swappable models\n\nSwapped out models don't have a _default_manager unless they have\nexplicitly defined managers. ModelState.from_model() now accounts for\nthis case and uses an empty list for managers if no explicit managers\nare defined and a model is swapped out."""
b8d6cdbcc90ff8af781d13131b79ce88a9eff66d,'Refs #24324 -- Skipped fixtures_regress tests that fail on Python 2 on a non-ASCII path.'
098fa12dd390e733c7568d824eea2c346550c75a,"'Refs #24324 -- Fixed crash in {% debug %} tag on Python 2.\n\nIf Django is installed in a path that contains non-ASCII characters,\nthe tag failed with UnicodeDecodeError.'"
307c0f299a6c26f5231d3516df5b4edc54b36553,'Refs #24324 -- Fixed Python 2 test failures when path to Django source contains non-ASCII characters.'
fa66ea75326e669cd3d51fb926a4364b8ba08959,'Refs #24324 -- Fixed UnicodeDecodeError in MigrationWriter on Python 2.'
bebc1e53a3ab059849e5c4e5a55b2f5e68b67169,'Refs #24324 -- Fixed UnicodeDecodeError in template_backends tests\n\nThe message for the SuspiciousFileOperation exception needs to\nbe a unicode string.'
ad50b6c853f4a6c864219fbd38b4254ffaef7b1c,"'Fixed ""environment can only contain strings"" in model_regress test on Windows.'"
bad6280c4e3f75f3ccd27f8fd85a4043bb296128,"'Refs #24324 -- Fixed get_app_template_dirs() UnicodeDecodeError on Python 2.\n\nThe function implemented most of upath(), but skipped the check for\nstrings that are already unicode.'"
c9ece2e6b9365fa4be16bd0de25dd7b68c8dc97e,"'Refs #24324 -- Fixed UnicodeDecodeError in makemigrations.\n\nIf the project path contained a non-ASCII character, Python 2 crashed.'"
63c5c9870129f6b81358c1ed7ed2392bbc46f77d,"""Refs #24324 -- Fixed UnicodeEncodeError in SQLite backend while testing.\n\nIf 'name' contained non-ASCII characters, the comparison raised a\nUnicodeEncodeError on Python 2."""
81a94cc616ab80decaa495cfa1c0c623527fc0e7,'Refs #24324 -- Fixed makemessages crash when Django is installed in a non-ASCII path.'
d316b43d0ab9db0f9913b094b84b11362d36d054,'Refs #24324 -- Fixed UnicodeDecodeError in model_regress test on non-ASCII path.'
4a0aeac1b5cfb7b6229a01119a596afb38d8a2a0,'Refs #24324 -- Fixed management command discovery on non-ASCII paths.'
8b39f33d78ce5749f8ca40a7ae6823b5f6c26c09,'Fixed #24290 -- Skipped postgres_tests if not running with PostgreSQL.'
3adc5f1ee6618a615db07d4a868b366a15c39f82,'Fixed #24335 -- Bumped required psycopg2 version to 2.4.5 (2.5 for contrib.postgres).'
35f0cae19de226d9d7771304fc8dd2619e644998,'Fixed #24350 -- Freshened up database install topic section.'
4538cbf17d4391cda22d76bc6ac69f228f7400f2,"'Fixed #24299 -- Added an auth migration to ensure contenttypes is migrated.\n\nWithout this migration, the auth signal handlers will fail if migrating\nonly auth.'"
b29f3b51204d53c1c8745966476543d068c173a2,"'Fixed #24225, #24264, #24282 -- Rewrote model reloading in migration project state\n\nInstead of naively reloading only directly related models (FK, O2O, M2M\nrelationship) the project state needs to reload their relations as well\nas the model changes as well. Furthermore inheriting models (and super\nmodels) need to be reloaded in order to keep inherited fields in sync.\n\nTo prevent endless recursive calls an iterative approach is taken.'"
e35c70bef44805d47f6a4ae692be878184c4fe1f,'Fixed #23892 -- Clarified compatibility policy for migrations.'
f668bac9d223408627ca92b2281cf7110039510b,'Fixed #24345 -- Isolated sitemaps_tests from contenttypes_tests; refs #11505'
76356d963c131252e1ce4285083fd21fd0bdedd9,'Fixed #24318 -- Set the transaction isolation level with psycopg >= 2.4.2.'
1379165b3548b843980e59201eea8961a0b30a2d,'Fixed #24144 -- Documented that GEOSGeometry.envelope can return a point\n\nThanks Manel Clos for the report.'
0af3822dc362b6253bda1c9699466dd0bbbf6066,'Fixed #24325 -- Documented change in ModelForm.save() foreign key access.'
8a21d250334f56845f255be5534b01d8c6eda314,'Fixed #24339 -- Fixed crash with empty DurationField form field.'
1791a7e75af8c9e7ca54425592379fd1f840fe88,"""Fixed #15779 -- Allowed 'add' primary key in admin edition\n\nThanks Marwan Alsabbagh for the report, and Simon Charette and\nTim Graham for the reviews."""
47ee7b48adbcc0dafc3404034286c5fcbcd1cea6,'Fixed #24338 -- Accepted Template wrapper in {% extends %}.\n\nExplicitly checking for django.template.Template subclasses is\npreferrable to duck-typing because both the django.template.Template and\ndjango.template.backends.django.Template have a render() method.\n\nThanks spectras for the report.'
18c0aaa9123579375294fcc4a8ee7e3530176b88,'Fixed #24289 -- Reversed usage of Field.many_to_one and one_to_many.\n\nThanks Carl Meyer and Tim Graham for the reviews and to all involved\nin the discussion.'
5c995dcfc251b55284e1ef16545acd2acad6be04,'Fixed #24320 - Used field.value_to_string() in serialization of foreign key.\n\nThis fixes serialization of a ForeignKey to a UUIDField as the\ntest indicates.'
002425fe39f62faafaa32e400f7531809181a1a0,'Fixed #24315 -- Fixed auth.views.password_reset_confirm() with a UUID user.'
fdf20093e0f8cd064673aa1597c20727ed4dd2a0,'Fixed #24334 -- Allowed admin password reset to work with non-digit custom user model primary key.\n\nThanks Loic for help and Simon for review.'
f287bec5833d75750fa6368bc2802741b7924533,"'Fixed #24184 -- Prevented automatic soft-apply of migrations\n\nPreviously Django only checked for the table name in CreateModel\noperations in initial migrations and faked the migration automatically.\nThis led to various errors and unexpected behavior. The newly introduced\n--fake-initial flag to the migrate command must be passed to get the\nsame behavior again. With this change Django will bail out in with a\n""duplicate relation / table"" error instead.\n\nThanks Carl Meyer and Tim Graham for the documentation update, report\nand review.'"
00a889167f6699d02cee50848750d8d0e110d41c,'Fixed #24295 -- Allowed ModelForm meta to specify form field classes.\n\nThanks Carl Meyer and Markus Holtermann for the reviews.'
e8cf4f8abec87b9da6ed8e5c8cf833af9b27f4dd,"""Fixed #24332 -- Fixed contrib.sites create_default_site() when 'default' DATABASES is empty."""
de0241eb985c6dec978beda119fee353ef3e9604,'Fixed #24319 -- Added validation for UUID model field'
d64baaef3b95abe9ae5d07317c9bf4df02cb8592,'Fixed #24333 -- Fixed admin history view crash with non-integer slug.'
27eeb64a96ec6d3a05714ab6319b500a935706fb,"""Fixed #17716 -- Prevented include('...', app_name='...') without a namespace."""
0f7f5bc9e7a94ab91c2b3db29ef7cf000eff593f,'Fixed #24161 -- Stored the user primary key as a serialized value in the session.\n\nThis allows using a UUIDField primary key along with the JSON session\nserializer.\n\nThanks to Trac alias jamesbeith for the report and Simon Charette\nfor the initial patch.'
93b3ef9b2e191101c1a49b332d042864df74a658,'Fixed #24321 -- Improved `utils.http.same_origin` compliance with RFC6454'
197dd4b8f12164f6acebb3b959f9ac2040a40400,"""Prevented some test commands from needlessly running system checks.\n\nThis is a performance optimization and also fixes test errors with the\nupcoming merge of contrib tests into tests/. The tests failed on MySQL\nbecause the models with GeometryField were being checked but the\nnon-GIS MySQL backend didn't know how to handle them."""
19188826b4aa989475418f1ea9bf8631b04da1e8,'Fixed #24146 -- Allowed model._meta.get_field() to be used after apps.models_ready'
1fbe8a2de334bfec5e9b77e36f8a3c1cf2cd70be,'Fixed #24200 -- Made introspection bypass statement cache'
1b8af4cfa023161924a45fb572399d2f3071bf5b,"'Disallowed importing concrete models without an application.\n\nRemoved fragile algorithm to find which application a model belongs to.\n\nFixed #21680, #21719. Refs #21794.'"
c7a6996df7e77bc3b9c5e581e67d766627ebabec,"'Fixed a crash of the debug page.\n\nDuring the autumn DST change, the template engine would fail to convert\nthe naive representation of now when USE_TZ = True. Passing now in UTC\neliminates the issue.\n\nThanks mbertheau and tricoder42.\n\nRefs #23714.'"
c8e24bbc9b027a712b54e3665d27418ae538f15d,"""Fixed isort import that's inconsistent between platforms."""
6704b5298035d3041b9bc14b72e9a2858fef513f,'Fixed #24269 -- Added docs about the process of managing translations in Django.'
2d7c27d3870e57edd1b2ac46b49f0a8804753a1e,'Fixed #24302 -- Added DurationField.formfield()'
4d73303ee974c5f1ea6af984d4578d817825026d,'Fixed #24249 -- Improved field shadowing validation in model multi-inheritance.'
540ca563dea624823e0b363f98302a78294836ad,'Fixed #24181 -- Fixed multi-char THOUSAND_SEPARATOR insertion\n\nReport and original patch by Kay Cha.'
2832a9b028c267997b2fd3dd0989670d57cdd08f,"'Revert ""Fixed #24075 -- Prevented running post_migrate signals when unapplying initial migrations of contenttypes and auth""\n\nThis reverts commit 737d24923ac69bb8b89af1bb2f3f4c4c744349e8.'"
a8f1c70dce792831688588f271efb3a825dffef8,'Fixed docs typo'
cd155c7c7160f5178833593713727f013d3ed36d,'Fixed #23860 -- Documented import order convention.'
db77915c9fd35a203edd8206f702ee4082f04d4a,'Fixed E265 comment style'
20b74b10be069f6bae7555113a3781a66f3767a0,'Added a test for refs #24279\n\nThis issue was fixed in afe0bb7b13bb8dc4370f32225238012c873b0ee3.'
235124d3eaf6cc7ab9f97f1d1467d1caf18e1016,'Fixed small regression caused by 0204714b0bdf10d7558ee106de9a718407f3ec5a\n\nSince 1.7 models need to declare an explicit app_label if they are not\nin an application in INSTALLED_APPS or were imported before their\napplication was loaded.'
1f9e44030e9c5300b97ef7b029f482c53a66f13b,'Fixed #23932 -- Added how-to on migrating unique fields.'
44ad691558c88ac54483030b2c8b749788c4600e,"'Fixed #24265 -- Preserved template backend loading exceptions.\n\nIf importing or initializing a template backend fails, attempting to\naccess this template backend again must raise the same exception.'"
31d3a35579d3dd05d0de7eb384e7ed22b589ed96,'Fixed #24273 -- Allowed copying RequestContext more than once.\n\nThanks Collin Anderson for the report.'
20eb51ce0ddcb8d5fdc772fc2839fefef5b28c2a,"'Fix small regression caused by 71ada3a8e689a883b5ffdeb1744ea16f176ab730.\n\nDuring direct assignment, evaluating the iterable before the transaction\nis started avoids leaving the transaction dirty if an exception is raised.\nThis is slightly more wasteful but probably not enough to warrant a change\nof behavior.\n\nThanks Anssi for the feedback. Refs #6707.'"
71ada3a8e689a883b5ffdeb1744ea16f176ab730,"""Fixed #6707 -- Added RelatedManager.set() and made descriptors' __set__ use it.\n\nThanks Anssi K\xc3\xa4\xc3\xa4ri\xc3\xa4inen, Carl Meyer, Collin Anderson, and Tim Graham for the reviews."""
caa3562d5bec1196502352a715a539bdb0f73c2d,"'Fixed #24242 -- Improved efficiency of utils.text.compress_sequence()\n\nThe function no longer flushes zfile after each write as doing so can\nlead to the gzipped streamed content being larger than the original\ncontent; each flush adds a 5/6 byte type 0 block. Removing this means\nbuf.read() may return nothing, so only yield if that has some data.\nTesting shows without the flush() the buffer is being flushed every 17k\nor so and compresses the same as if it had been done as a whole string.'"
2730dad0d7c425f33f1ecc6cec01fdbf1cdd8376,'Fixed #24197 -- Added clearing of staticfiles caches on settings changes during tests\n\nCleared caching in staticfiles_storage and get_finder when\nrelevant settings are changed.'
afe0bb7b13bb8dc4370f32225238012c873b0ee3,"'Fixed #24268 -- removed Query.having\n\nInstead of splitting filter clauses to where and having parts before\nadding them to query.where or query.having, add all filter clauses to\nquery.where, and when compiling the query split the where to having and\nwhere parts.'"
2be621e44c1b5b68c895383f3e20b1f17ddb447a,"'Fixed #14497 -- Improved admin widget for ""read only"" FileFields\n\nBased on patch by Adam J Forster, Paul Collins, and Julien.'"
5bc5ddd8b5d787c5e744efead184d46c55d03687,'Fixed #24235 -- Removed is_usable attribute from template loaders.'
7d363ed43247a80d2b764723e1bf6e0e6da4e82f,"'Fixed typos of ""select_related"" in docs and tests.'"
79f27f2b61aeac763ae048416ef8a97c2b639ae8,'Fixed #15321 -- Honored ancestors unique checks.\n\nThanks to Tim for the review.'
65e005f8cd9c656e558e53e6c8b890cd0fcc9e74,'Fixed #24266 -- Changed get_parent_list to return a list ordered by MRO.\n\nThanks to Aron Podrigal for the initial patch and Tim for the review.'
0e489c19f1554ecfd9825daacfbac73be8ce723e,"'Reverted ""Fixed #24146 -- Fixed a missing fields regression in admin checks.""\n\nThis reverts commit e8171daf0cd7f0e070395cb4c850c17fea32f11d.\n\nA new solution is forthcoming.'"
9ec8aa5e5d42ac4529846f7eae6bf4982800abff,'Fixed #24149 -- Normalized tuple settings to lists.'
66f5aa9fa5d53ddd7fbdb7ddac39c429f0c1b4fd,'Fixed typos in docs/ref/forms/validation.txt.'
cd0ceaa102c1e12b016432db4d180bee7906131f,'Fixed #24252 -- Forced lazy __str__ to utf-8 on Python 2\n\nThanks Stanislas Guerra for the report and Tomas Ehrlich for\nthe review.'
250aa7c39b0025ef3ae508884fda8d6e43c9518f,"""Fixed #24240 -- Allowed GZipping a Unicode StreamingHttpResponse\n\nmake_bytes() assumed that if the Content-Encoding header is set, then\neverything had already been dealt with bytes-wise, but in a streaming\nsituation this was not necessarily the case.\n\nmake_bytes() is only called when necessary when working with a\nStreamingHttpResponse iterable, but by that point the middleware has\nadded the Content-Encoding header and thus make_bytes() tried to call\nbytes(value) (and dies). If it had been a normal HttpResponse,\nmake_bytes() would have been called when the content was set, well\nbefore the middleware set the Content-Encoding header.\n\nThis commit removes the special casing when Content-Encoding is set,\nallowing unicode strings to be encoded during the iteration before they\nare e.g. gzipped. This behaviour was added a long time ago for #4969 and\nit doesn't appear to be necessary any more, as everything is correctly\nmade into bytes at the appropriate places.\n\nTwo new tests, to show that supplying non-ASCII characters to a\nStreamingHttpResponse works fine normally, and when passed through the\nGZip middleware (the latter dies without the change to make_bytes()).\nRemoves the test with a nonsense Content-Encoding and Unicode input - if\nthis were to happen, it can still be encoded as bytes fine."""
cd4282816db9164791cd0ac97a3dc329ad92c522,'Fixed #18651 -- Enabled optional assignments for simple_tag().'
8adc59038cdc6ce4f9170e4de2d716d940e136b3,"""Fixed #23617 -- Added get_pk_value_on_save()\n\nThe method is mainly intended for use with UUIDField. For UUIDField we\nwant to call the field's default even when primary key value is\nexplicitly set to None to match the behavior of AutoField.\n\nThanks to Marc Tamlyn and Tim Graham for review."""
118b11221f7f632b4d0e6e976c87f563746ec211,'Fixed #24263 -- Prevented extra queries on BaseDateDetailView with a custom queryset.\n\nThanks jekka-ua for the report and patch.'
9a391fbd6102176d576aa96ed3aeee9e9661b455,'Fixed broken links in class based views flattend index; refs #24250.'
5d193d042a3cc49033f0e8b5125913650d779496,'Fixed #24250 -- Corrected mistakes in FormMixin docs.'
2133f3157eff853329bafb7fda74c3c8fb4eae42,"'Fixed #24168 -- Allowed selecting a template engine in a few APIs.\n\nSpecifically in rendering shortcuts, template responses, and class-based\nviews that return template responses.\n\nAlso added a test for render_to_response(status=...) which was missing\nfrom fdbfc980.\n\nThanks Tim and Carl for the review.'"
8d64aae883f7721c33f88276e7c999844085659f,"""Fixed #24255 -- Specifed 'fields' parameter in modelformset_factory / inlineformset_factory examples."""
62df1834b8d60c106c8c16524b275b8a1f47ac3a,'Fixed expressions test on Python 3.5; refs #23763.'
75303b01a9cc900eebf1f27ba0bc6508334242fc,'Fixed #24245 -- Added introspection for database defaults.\n\nNeeded for tests for migrations handling of database defaults.'
888054bff7c5878e026bac2e712d5480f7e295c7,'Fixed #24208 -- Documented changes in private model relations.'
a0b5f15ea5f1abd91da9a5e4e5b6a0fb5a880c43,'Fixed #14483 -- Allowed using subqueries with GIS lookups'
293fd5da5b8c7b79bd34ef793ab45c1bb8ac69ea,"'Reverted ""Fixed #6785 -- Made QuerySet.get() fetch a limited number of rows.""\n\nThis reverts commit da79ccca1d34f427952cce4555e598a700adb8de.\n\nThis optimized the unsuccessful case at the expense of the successful one.'"
4c3bfe9053766d378999d06ec34ee5fd4e39f511,"'Fixed #24211 -- Removed ValuesQuerySet() and ValuesListQuerySet().\n\nThanks Anssi K\xc3\xa4\xc3\xa4ri\xc3\xa4inen, Marc Tamlyn, and Tim Graham for the reviews.'"
29c0073335c7f7cdc482866e093e5e42a42625e5,'Fixed #24164 -- Fixed Oracle GIS limited aggregation test failure.'
5b74134f27eabf92870e1c5e81f9e4999f113eab,'Fixed #24145 -- Added PUT & PATCH to CommonMiddleware APPEND_SLASH redirect error.'
eb4cdfbdd64a95b303eaaa40a070521aa58362fd,"'Fixed #23940 -- Allowed model fields to be named `exact`.\n\nAn explicit `__exact` lookup in the related managers filters\nwas interpreted as a reference to a foreign `exact` field.\n\nThanks to Trac alias zhiyajun11 for the report, Josh for the investigation,\nLo\xc3\xafc for the test name and Tim for the review.'"
55c76f4e3bab74c8544b72d11a99e94a1c2cfbce,'Fixed #24223 -- Prevented a session test from leaking.'
f1ff9407c94c4574d100efc3d224c1f79e2fb53d,'Fixed Persian locale FIRST_DAY_OF_WEEK & DECIMAL/THOUSAND_SEPARATORs.\n\nReference: http://lh.2xlibre.net/locale/fa_IR/'
63412262e54b4814fe115502bebded9c9993b6f7,'Fixed #24175 -- Updated docstring convention.'
cd91486213b6c3d9e0a2e6e329fffc8aff40f183,'Fixed flake8 warning.'
